system:index,fecha,latitude,longitude,lst_day_c,lst_night_c,month,occurrence,point_id,year,.geo
0_133_0_0,2021-01-01,41.348419465444856,2.11081633885982,12.19500000000005,4.435000000000002,1.0,0,93.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_134_0_0,2021-01-01,41.47319545840905,2.1407302378210034,8.760000000000048,4.240000000000009,1.0,0,94.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_135_0_0,2021-01-01,41.47157849089764,2.1428861945028927,8.760000000000048,4.240000000000009,1.0,0,95.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_136_0_0,2021-01-01,41.32497343652933,2.1054264471551107,11.755000000000052,4.2450000000000045,1.0,0,96.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_137_0_0,2021-01-01,41.3465330033482,2.053683486789822,11.080000000000041,4.735000000000014,1.0,0,97.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_138_0_0,2021-01-01,41.4465154944707,2.2269685050964654,11.490000000000009,5.725000000000023,1.0,0,98.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_141_0_0,2021-01-01,41.39207758825306,2.1291419706558656,11.010000000000048,7.03000000000003,1.0,0,99.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_142_0_0,2021-01-01,41.354348346320045,2.06661922688113,11.670000000000016,5.150000000000034,1.0,0,100.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_143_0_0,2021-01-01,41.35353986256433,2.1391132703095934,12.32000000000005,5.7450000000000045,1.0,0,101.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_145_0_0,2021-01-01,41.354348346320045,2.1008450392060922,12.640000000000043,4.815000000000055,1.0,0,102.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_147_0_0,2021-01-01,41.41767957385047,2.0655412485401996,8.04000000000002,5.03000000000003,1.0,0,103.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_148_0_0,2021-01-01,41.39908444746919,2.110007855104101,9.630000000000052,5.925000000000011,1.0,0,104.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_150_0_0,2021-01-01,41.325512425699806,2.0617683243469003,12.065000000000055,4.185000000000002,1.0,0,105.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_152_0_0,2021-01-01,41.347610981689144,2.057995400153601,11.100000000000023,4.580000000000041,1.0,0,106.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_153_0_0,2021-01-01,41.46618859919292,2.212685292078959,11.675000000000011,5.275000000000034,1.0,0,107.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_154_0_0,2021-01-01,41.472117480068114,2.106773920081281,9.29000000000002,3.4950000000000045,1.0,0,108.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_156_0_0,2021-01-01,41.48289726347755,2.0900652557966453,10.420000000000016,4.010000000000048,1.0,0,109.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_157_0_0,2021-01-01,41.4675360721191,2.2458331260629905,11.340000000000032,5.365000000000009,1.0,0,110.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_158_0_0,2021-01-01,41.420644014288065,2.232358396801203,10.94500000000005,6.110000000000014,1.0,0,111.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_159_0_0,2021-01-01,41.32874636072263,2.0868313207738254,11.515000000000043,4.230000000000018,1.0,0,112.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_160_0_0,2021-01-01,41.3284768661374,2.1461201295257126,10.94500000000005,4.770000000000039,1.0,0,113.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_162_0_0,2021-01-01,41.426572895163254,2.166062728833168,10.925000000000011,5.9950000000000045,1.0,0,114.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_163_0_0,2021-01-01,41.43950863525457,2.1062349309108015,8.235000000000014,4.4150000000000205,1.0,0,115.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_164_0_0,2021-01-01,41.41175069297528,2.1757645339016563,11.660000000000025,7.215000000000032,1.0,0,116.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_166_0_0,2021-01-01,41.498527949421224,2.2571518986428885,9.210000000000036,4.810000000000002,1.0,0,117.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_168_0_0,2021-01-01,41.44166459193646,2.1485455807928417,9.480000000000018,5.4950000000000045,1.0,0,118.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_170_0_0,2021-01-01,41.416062606339054,2.082249912824807,7.7900000000000205,4.860000000000014,1.0,0,120.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_173_0_0,2021-01-01,41.424416938481365,2.1356098407015054,8.675000000000011,5.330000000000041,1.0,0,121.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_174_0_0,2021-01-01,41.45460033202778,2.1595948587875,8.795000000000016,5.300000000000011,1.0,0,122.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_175_0_0,2021-01-01,41.494485530642685,2.190047746919163,11.205000000000041,3.275000000000034,1.0,0,123.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_177_0_0,2021-01-01,41.40582181210009,2.2040614653514297,11.075000000000045,6.44500000000005,1.0,0,124.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_178_0_0,2021-01-01,41.43816116232839,2.0908737395523644,8.330000000000041,4.175000000000011,1.0,0,125.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_179_0_0,2021-01-01,41.331171811989755,2.0895262666261942,11.515000000000043,4.230000000000018,1.0,0,126.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_180_0_0,2021-01-01,41.492868563131275,2.020266158220579,10.670000000000016,3.44500000000005,1.0,0,127.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_182_0_0,2021-01-01,41.31985303940985,2.1202486493430683,12.715000000000032,4.170000000000016,1.0,0,128.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_183_0_0,2021-01-01,41.42118300345853,2.2250820429998157,10.94500000000005,6.110000000000014,1.0,0,129.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_184_0_0,2021-01-01,41.49367704688698,2.2584993715690587,9.210000000000036,4.810000000000002,1.0,0,130.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_185_0_0,2021-01-01,41.48154979055136,2.1520490104009014,9.710000000000036,4.295000000000016,1.0,0,131.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_187_0_0,2021-01-01,41.476159898846646,2.1388437757243537,9.640000000000043,4.365000000000009,1.0,0,132.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_188_0_0,2021-01-01,41.45837325622108,2.1062349309108015,8.605000000000018,3.855000000000018,1.0,0,133.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_189_0_0,2021-01-01,41.38857415864499,2.085753342432895,10.085000000000036,5.930000000000007,1.0,0,134.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_190_0_0,2021-01-01,41.422260981799475,2.0493715734260434,8.285000000000025,4.565000000000055,1.0,0,135.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_191_0_0,2021-01-01,41.49125159561986,2.0458681438179838,11.04000000000002,3.4700000000000273,1.0,0,136.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_192_0_0,2021-01-01,41.376985891479855,2.074704064438208,11.610000000000014,5.210000000000036,1.0,0,137.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_195_0_0,2021-01-01,41.31634960980178,2.142616699917653,11.355000000000018,4.795000000000016,1.0,0,138.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_196_0_0,2021-01-01,41.445168021544525,2.0450596600622646,8.535000000000025,4.380000000000052,1.0,0,139.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_198_0_0,2021-01-01,41.482088779721835,2.1771120068278265,10.230000000000018,4.160000000000025,1.0,0,140.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_200_0_0,2021-01-01,41.34518553042202,2.1447726565995424,11.980000000000018,5.235000000000014,1.0,0,141.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_203_0_0,2021-01-01,41.32901585530787,2.151510021230422,10.94500000000005,4.770000000000039,1.0,0,142.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_204_0_0,2021-01-01,41.492599068546035,2.1086603821779306,10.450000000000045,3.105000000000018,1.0,0,143.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_205_0_0,2021-01-01,41.36512812972948,2.0623073135173513,11.090000000000032,4.895000000000039,1.0,0,144.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_206_0_0,2021-01-01,41.48074130679566,2.043981681721334,11.32000000000005,3.3350000000000364,1.0,0,145.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_208_0_0,2021-01-01,41.38992163157118,2.1989410682319317,10.455000000000041,6.830000000000041,1.0,0,146.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_209_0_0,2021-01-01,41.48343625264802,2.275477530438934,11.255000000000052,5.355000000000018,1.0,0,147.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_211_0_0,2021-01-01,41.47265646923858,2.2326278913864144,11.180000000000007,5.590000000000032,1.0,0,148.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_213_0_0,2021-01-01,41.34437704666632,2.0981500933537234,12.035000000000025,4.605000000000018,1.0,0,149.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_214_0_0,2021-01-01,41.40878625253769,2.211068324567549,10.720000000000027,6.395000000000039,1.0,0,150.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_216_0_0,2021-01-01,41.30961224517089,2.0245780715843296,12.450000000000045,5.435000000000002,1.0,0,151.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_219_0_0,2021-01-01,41.366475602655655,2.150971032059971,11.16500000000002,6.610000000000014,1.0,0,152.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_222_0_0,2021-01-01,41.34868896003009,2.038322295431385,11.175000000000011,5.225000000000023,1.0,0,153.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_223_0_0,2021-01-01,41.47912433928424,2.2822148950698136,11.300000000000011,5.07000000000005,1.0,0,154.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_224_0_0,2021-01-01,41.48990412269368,2.1860053281406238,10.640000000000043,3.57000000000005,1.0,0,155.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_226_0_0,2021-01-01,41.41067271463434,2.1919342090158125,11.485000000000014,6.800000000000011,1.0,0,156.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_229_0_0,2021-01-01,41.3389871549616,2.0542224759603016,11.245000000000005,4.610000000000014,1.0,0,157.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
0_231_0_0,2021-01-01,41.44624599988547,2.1536659779123113,9.480000000000018,5.4950000000000045,1.0,0,158.0,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
